Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Cincinnati/Dayton,Weekly,"2017-02-05 00:00:00",Organic,0.570000000,25068.02,198.33,4655.41,0.00,20214.28,458.06,19756.22,0.00
Columbus,Weekly,"2017-02-05 00:00:00",Organic,0.980000000,10382.58,688.17,2992.09,0.00,6702.32,1755.71,4946.61,0.00
"Dallas/Ft. Worth",Weekly,"2017-02-05 00:00:00",Organic,1.300000000,17169.39,7770.90,205.02,0.00,9193.47,9148.87,44.60,0.00
Denver,Weekly,"2017-02-05 00:00:00",Organic,1.380000000,17713.66,9065.62,1335.07,20.82,7292.15,105.60,7186.55,0.00
Detroit,Weekly,"2017-02-05 00:00:00",Organic,0.850000000,16174.94,741.19,4326.69,0.00,11107.06,681.27,10425.79,0.00
"Grand Rapids",Weekly,"2017-02-05 00:00:00",Organic,1.700000000,1112.77,54.67,688.31,0.00,369.79,369.79,0.00,0.00
"Great Lakes",Weekly,"2017-02-05 00:00:00",Organic,1.140000000,149650.50,4548.46,70014.08,0.00,75087.96,20170.52,54917.44,0.00
Harrisburg/Scranton,Weekly,"2017-02-05 00:00:00",Organic,1.830000000,8210.15,362.18,140.49,6.18,7701.30,7677.16,24.14,0.00
Hartford/Springfield,Weekly,"2017-02-05 00:00:00",Organic,1.790000000,14825.89,94.97,7579.97,23.39,7127.56,6806.51,321.05,0.00
Houston,Weekly,"2017-02-05 00:00:00",Organic,0.930000000,30857.91,7458.60,18.05,0.00,23381.26,23381.26,0.00,0.00
Indianapolis,Weekly,"2017-02-05 00:00:00",Organic,1.350000000,3551.43,568.01,1410.33,0.00,1573.09,959.37,613.72,0.00
Jacksonville,Weekly,"2017-02-05 00:00:00",Organic,1.720000000,3417.56,913.99,112.02,6.36,2385.19,464.44,1920.75,0.00
"Las Vegas",Weekly,"2017-02-05 00:00:00",Organic,1.230000000,17104.45,1662.70,4924.57,0.00,10517.18,10505.41,11.77,0.00
"Los Angeles",Weekly,"2017-02-05 00:00:00",Organic,1.190000000,91687.96,15626.93,34864.22,0.00,41196.81,40279.83,916.98,0.00
Louisville,Weekly,"2017-02-05 00:00:00",Organic,1.360000000,2108.66,0.00,991.67,0.00,1116.99,441.11,675.88,0.00
"Miami/Ft. Lauderdale",Weekly,"2017-02-05 00:00:00",Organic,1.410000000,3626.55,398.22,4.01,0.00,3224.32,1155.56,2068.76,0.00
Midsouth,Weekly,"2017-02-05 00:00:00",Organic,1.490000000,101147.78,3676.77,42152.81,1526.21,53791.99,39453.34,14338.65,0.00
Nashville,Weekly,"2017-02-05 00:00:00",Organic,1.160000000,4305.56,338.27,2130.07,0.00,1837.22,56.67,1780.55,0.00
"New Orleans/Mobile",Weekly,"2017-02-05 00:00:00",Organic,1.350000000,3381.82,326.31,6.26,0.00,3049.25,1874.51,1174.74,0.00
"New York",Weekly,"2017-02-05 00:00:00",Organic,2.030000000,58560.14,7829.32,20623.80,197.90,29909.12,29581.48,327.64,0.00
Northeast,Weekly,"2017-02-05 00:00:00",Organic,1.810000000,160843.63,11663.51,37623.06,244.75,111312.31,101921.32,9390.99,0.00
"Northern New England",Weekly,"2017-02-05 00:00:00",Organic,1.600000000,10860.38,1.31,304.11,0.00,10554.96,10554.96,0.00,0.00
Orlando,Weekly,"2017-02-05 00:00:00",Organic,1.950000000,4611.95,1715.85,210.43,0.00,2685.67,1271.11,1414.56,0.00
Philadelphia,Weekly,"2017-02-05 00:00:00",Organic,1.860000000,11862.24,1770.92,3440.94,8.10,6642.28,6544.18,98.10,0.00
Phoenix/Tucson,Weekly,"2017-02-05 00:00:00",Organic,1.230000000,18884.10,5981.39,5129.05,0.00,7773.66,7773.66,0.00,0.00
Pittsburgh,Weekly,"2017-02-05 00:00:00",Organic,1.400000000,7367.61,683.24,15.93,0.00,6668.44,6350.32,318.12,0.00
Plains,Weekly,"2017-02-05 00:00:00",Organic,1.600000000,48964.14,3181.84,19535.39,151.77,26095.14,15341.10,10754.04,0.00
Portland,Weekly,"2017-02-05 00:00:00",Organic,0.930000000,38945.01,3761.94,5756.42,14.59,29412.06,960.58,28451.48,0.00
Raleigh/Greensboro,Weekly,"2017-02-05 00:00:00",Organic,1.770000000,9668.72,219.34,3567.45,282.75,5599.18,5467.43,131.75,0.00
Richmond/Norfolk,Weekly,"2017-02-05 00:00:00",Organic,1.420000000,6511.84,527.83,2515.41,159.11,3309.49,2198.27,1111.22,0.00
Roanoke,Weekly,"2017-02-05 00:00:00",Organic,1.140000000,9742.87,224.66,5303.06,0.00,4215.15,1977.81,2237.34,0.00
Sacramento,Weekly,"2017-02-05 00:00:00",Organic,1.600000000,7712.27,2241.28,5057.01,0.00,413.98,413.98,0.00,0.00
"San Diego",Weekly,"2017-02-05 00:00:00",Organic,1.550000000,14096.05,1784.39,10882.94,0.00,1428.72,1270.99,157.73,0.00
"San Francisco",Weekly,"2017-02-05 00:00:00",Organic,1.610000000,25769.82,10715.26,12410.67,8.76,2635.13,2635.13,0.00,0.00
Seattle,Weekly,"2017-02-05 00:00:00",Organic,0.980000000,51462.40,906.24,10333.71,18.80,40203.65,541.93,39661.72,0.00
"South Carolina",Weekly,"2017-02-05 00:00:00",Organic,1.450000000,9116.85,488.39,3011.86,182.42,5434.18,4162.07,1272.11,0.00
"South Central",Weekly,"2017-02-05 00:00:00",Organic,1.120000000,104656.52,30563.62,4482.20,0.00,69610.70,63084.50,6526.20,0.00
Southeast,Weekly,"2017-02-05 00:00:00",Organic,1.540000000,52925.32,9542.26,12078.59,234.87,31069.60,11391.87,19677.73,0.00
Spokane,Weekly,"2017-02-05 00:00:00",Organic,1.090000000,3239.70,52.94,789.96,0.00,2396.80,53.16,2343.64,0.00
"St. Louis",Weekly,"2017-02-05 00:00:00",Organic,1.320000000,5630.10,822.78,547.96,0.00,4259.36,890.00,3369.36,0.00
Syracuse,Weekly,"2017-02-05 00:00:00",Organic,1.800000000,3181.84,5.13,81.82,0.00,3094.89,1892.25,1202.64,0.00
Tampa,Weekly,"2017-02-05 00:00:00",Organic,1.930000000,4591.77,1500.06,70.24,0.00,3021.47,1728.88,1292.59,0.00
West,Weekly,"2017-02-05 00:00:00",Organic,1.150000000,227693.33,35703.61,46107.73,71.74,145810.25,41936.54,103873.71,0.00
"West Tex/New Mexico",Weekly,"2017-02-05 00:00:00",Organic,1.310000000,21376.32,2161.38,5646.59,11.84,13556.51,13372.37,184.14,0.00
"Total U.S.",Weekly,"2017-02-12 00:00:00",Organic,1.410000000,1060775.98,136636.34,297764.40,3486.20,622889.04,410668.26,212220.78,0.00
Albany,Weekly,"2017-02-12 00:00:00",Organic,1.780000000,1806.40,119.52,170.57,0.00,1516.31,1516.31,0.00,0.00
Atlanta,Weekly,"2017-02-12 00:00:00",Organic,1.070000000,11072.75,1085.35,4061.87,0.00,5925.53,200.31,5725.22,0.00
Baltimore/Washington,Weekly,"2017-02-12 00:00:00",Organic,1.850000000,18596.41,1309.10,7233.70,244.98,9808.63,9707.07,101.56,0.00
Boise,Weekly,"2017-02-12 00:00:00",Organic,1.580000000,2375.90,20.27,426.90,0.00,1928.73,1244.86,683.87,0.00
Boston,Weekly,"2017-02-12 00:00:00",Organic,1.950000000,17727.36,13.45,1111.30,13.52,16589.09,15419.88,1169.21,0.00
Buffalo/Rochester,Weekly,"2017-02-12 00:00:00",Organic,1.810000000,3594.59,0.00,369.57,0.00,3225.02,1950.90,1274.12,0.00
California,Weekly,"2017-02-12 00:00:00",Organic,1.540000000,151754.58,27367.52,55812.63,20.18,68554.25,66789.82,1764.43,0.00
Charlotte,Weekly,"2017-02-12 00:00:00",Organic,1.630000000,9089.66,148.37,4040.19,418.86,4482.24,4319.92,162.32,0.00
Chicago,Weekly,"2017-02-12 00:00:00",Organic,1.530000000,35870.49,49.00,32792.61,0.00,3028.88,3028.88,0.00,0.00
Cincinnati/Dayton,Weekly,"2017-02-12 00:00:00",Organic,0.640000000,26706.48,287.17,6528.34,0.00,19890.97,487.26,19403.71,0.00
Columbus,Weekly,"2017-02-12 00:00:00",Organic,1.000000000,10853.50,750.39,2489.67,0.00,7613.44,1835.85,5777.59,0.00
"Dallas/Ft. Worth",Weekly,"2017-02-12 00:00:00",Organic,1.350000000,16249.95,9431.22,235.18,0.00,6583.55,6468.83,114.72,0.00
Denver,Weekly,"2017-02-12 00:00:00",Organic,1.440000000,24782.08,15109.73,2067.75,16.06,7588.54,224.16,7364.38,0.00
Detroit,Weekly,"2017-02-12 00:00:00",Organic,0.820000000,18985.89,766.98,5919.64,0.00,12299.27,1146.24,11153.03,0.00
"Grand Rapids",Weekly,"2017-02-12 00:00:00",Organic,1.270000000,4273.25,93.80,3515.56,0.00,663.89,663.89,0.00,0.00
"Great Lakes",Weekly,"2017-02-12 00:00:00",Organic,1.080000000,162213.86,5063.86,68691.10,0.00,88458.90,23146.58,65312.32,0.00
Harrisburg/Scranton,Weekly,"2017-02-12 00:00:00",Organic,1.810000000,9010.53,414.62,205.85,11.55,8378.51,8333.90,44.61,0.00
Hartford/Springfield,Weekly,"2017-02-12 00:00:00",Organic,2.350000000,9386.83,45.30,3547.50,12.36,5781.67,5751.16,30.51,0.00
Houston,Weekly,"2017-02-12 00:00:00",Organic,0.920000000,33984.51,8043.90,57.63,1.99,25880.99,25880.99,0.00,0.00
Indianapolis,Weekly,"2017-02-12 00:00:00",Organic,1.150000000,4313.04,785.28,1389.26,0.00,2138.50,1268.81,869.69,0.00
Jacksonville,Weekly,"2017-02-12 00:00:00",Organic,1.480000000,4296.53,757.20,137.22,0.00,3402.11,2528.90,873.21,0.00
"Las Vegas",Weekly,"2017-02-12 00:00:00",Organic,1.180000000,21977.83,2228.74,5528.66,2.66,14217.77,14188.24,29.53,0.00
"Los Angeles",Weekly,"2017-02-12 00:00:00",Organic,1.170000000,95227.60,12496.33,24567.22,10.99,58153.06,56547.41,1605.65,0.00
Louisville,Weekly,"2017-02-12 00:00:00",Organic,0.800000000,5288.74,4.00,1259.97,0.00,4024.77,313.33,3711.44,0.00
"Miami/Ft. Lauderdale",Weekly,"2017-02-12 00:00:00",Organic,1.290000000,5966.83,295.27,8.03,0.00,5663.53,4157.77,1505.76,0.00
Midsouth,Weekly,"2017-02-12 00:00:00",Organic,1.210000000,129193.22,3448.61,41590.11,1599.36,82555.14,35082.56,47472.58,0.00
Nashville,Weekly,"2017-02-12 00:00:00",Organic,0.660000000,13802.00,337.21,2693.07,0.00,10771.72,196.14,10575.58,0.00
"New Orleans/Mobile",Weekly,"2017-02-12 00:00:00",Organic,1.330000000,6425.79,254.69,0.00,0.00,6171.10,5927.54,243.56,0.00
"New York",Weekly,"2017-02-12 00:00:00",Organic,1.980000000,59839.16,7402.11,22697.49,514.41,29225.15,28971.43,253.72,0.00
Northeast,Weekly,"2017-02-12 00:00:00",Organic,1.910000000,153268.97,11370.64,34465.58,496.01,106936.74,102275.82,4660.92,0.00
"Northern New England",Weekly,"2017-02-12 00:00:00",Organic,1.800000000,13474.78,2.56,325.75,0.00,13146.47,13146.47,0.00,0.00
Orlando,Weekly,"2017-02-12 00:00:00",Organic,1.490000000,6127.62,1199.50,62.28,0.00,4865.84,3905.76,960.08,0.00
Philadelphia,Weekly,"2017-02-12 00:00:00",Organic,1.910000000,12382.57,1625.07,4126.39,0.00,6631.11,6540.08,91.03,0.00
Phoenix/Tucson,Weekly,"2017-02-12 00:00:00",Organic,1.460000000,21516.41,4277.79,8117.59,0.00,9121.03,9084.73,36.30,0.00
Pittsburgh,Weekly,"2017-02-12 00:00:00",Organic,1.410000000,8934.28,719.78,1.64,0.00,8212.86,7777.50,435.36,0.00
Plains,Weekly,"2017-02-12 00:00:00",Organic,1.490000000,59073.90,4047.83,17976.54,1009.67,36039.86,20023.20,16016.66,0.00
Portland,Weekly,"2017-02-12 00:00:00",Organic,1.590000000,22901.55,2363.06,5774.75,26.09,14737.65,7610.05,7127.60,0.00
Raleigh/Greensboro,Weekly,"2017-02-12 00:00:00",Organic,1.540000000,9911.34,239.38,4073.50,292.17,5306.29,4476.52,829.77,0.00
Richmond/Norfolk,Weekly,"2017-02-12 00:00:00",Organic,1.120000000,10485.46,424.16,3355.43,236.07,6469.80,2421.74,4048.06,0.00
Roanoke,Weekly,"2017-02-12 00:00:00",Organic,0.880000000,11414.90,212.09,3013.89,0.00,8188.92,1869.28,6319.64,0.00
Sacramento,Weekly,"2017-02-12 00:00:00",Organic,2.250000000,5559.00,1708.08,3229.82,0.00,621.10,621.10,0.00,0.00
"San Diego",Weekly,"2017-02-12 00:00:00",Organic,1.660000000,9082.88,1014.35,7049.67,0.00,1018.86,856.72,162.14,0.00
"San Francisco",Weekly,"2017-02-12 00:00:00",Organic,2.590000000,19433.90,7271.61,8960.86,2.88,3198.55,3198.55,0.00,0.00
Seattle,Weekly,"2017-02-12 00:00:00",Organic,1.790000000,38095.07,684.04,16188.04,25.14,21197.85,9270.16,11927.69,0.00
"South Carolina",Weekly,"2017-02-12 00:00:00",Organic,1.380000000,9862.15,430.33,3098.64,152.50,6180.68,4690.21,1490.47,0.00
"South Central",Weekly,"2017-02-12 00:00:00",Organic,1.120000000,121268.68,34932.59,5509.90,2.91,80823.28,70954.77,9868.51,0.00
Southeast,Weekly,"2017-02-12 00:00:00",Organic,1.290000000,69669.46,7177.42,11876.06,253.98,50362.00,28837.29,21524.71,0.00
Spokane,Weekly,"2017-02-12 00:00:00",Organic,1.660000000,3673.62,79.25,1229.41,0.00,2364.96,578.99,1785.97,0.00
"St. Louis",Weekly,"2017-02-12 00:00:00",Organic,1.040000000,10825.69,1444.56,562.93,0.00,8818.20,1576.67,7241.53,0.00
Syracuse,Weekly,"2017-02-12 00:00:00",Organic,1.660000000,2470.65,2.56,102.49,0.00,2365.60,1989.81,375.79,0.00
Tampa,Weekly,"2017-02-12 00:00:00",Organic,1.440000000,6411.93,742.02,89.76,0.00,5580.15,4682.59,897.56,0.00
West,Weekly,"2017-02-12 00:00:00",Organic,1.520000000,214333.30,43227.87,61842.48,104.08,109158.87,63558.21,45600.66,0.00
"West Tex/New Mexico",Weekly,"2017-02-12 00:00:00",Organic,1.400000000,28191.45,2248.71,9177.71,37.92,16727.11,16570.14,156.97,0.00
"Total U.S.",Weekly,"2017-02-19 00:00:00",Organic,1.310000000,1634877.11,250591.21,632101.53,3295.09,748889.28,433926.87,314962.41,0.00
Albany,Weekly,"2017-02-19 00:00:00",Organic,1.670000000,2523.56,1049.50,141.41,0.00,1332.65,1332.65,0.00,0.00
Atlanta,Weekly,"2017-02-19 00:00:00",Organic,1.060000000,11866.71,1388.40,3401.60,0.00,7076.71,85.62,6991.09,0.00
Baltimore/Washington,Weekly,"2017-02-19 00:00:00",Organic,1.810000000,21623.61,1775.21,10428.06,261.83,9158.51,9074.70,83.81,0.00
Boise,Weekly,"2017-02-19 00:00:00",Organic,1.650000000,2104.05,11.28,403.60,0.00,1689.17,1166.92,522.25,0.00
Boston,Weekly,"2017-02-19 00:00:00",Organic,2.060000000,16177.04,13.98,1014.64,0.00,15148.42,12903.42,2245.00,0.00
Buffalo/Rochester,Weekly,"2017-02-19 00:00:00",Organic,1.980000000,4832.94,0.00,1112.32,0.00,3720.62,1261.01,2459.61,0.00
California,Weekly,"2017-02-19 00:00:00",Organic,1.500000000,183797.30,27932.48,71026.47,3.16,84835.19,83854.04,981.15,0.00
Charlotte,Weekly,"2017-02-19 00:00:00",Organic,1.670000000,9418.55,299.88,4076.97,598.59,4443.11,4295.31,147.80,0.00
Chicago,Weekly,"2017-02-19 00:00:00",Organic,1.600000000,36645.70,324.96,28155.69,0.00,8165.05,8165.05,0.00,0.00
Cincinnati/Dayton,Weekly,"2017-02-19 00:00:00",Organic,0.510000000,41987.86,225.44,5734.39,0.00,36028.03,473.98,35554.05,0.00
Columbus,Weekly,"2017-02-19 00:00:00",Organic,0.740000000,17517.85,682.11,3152.62,0.00,13683.12,1933.01,11750.11,0.00
"Dallas/Ft. Worth",Weekly,"2017-02-19 00:00:00",Organic,1.170000000,20393.29,7619.05,231.61,0.00,12542.63,12433.39,109.24,0.00
Denver,Weekly,"2017-02-19 00:00:00",Organic,1.160000000,34290.67,10979.36,1473.29,19.80,21818.22,581.42,21236.80,0.00
Detroit,Weekly,"2017-02-19 00:00:00",Organic,0.570000000,38386.57,822.08,5987.89,0.00,31576.60,1150.99,30425.61,0.00
"Grand Rapids",Weekly,"2017-02-19 00:00:00",Organic,1.640000000,1862.24,22.53,1036.23,0.00,803.48,803.48,0.00,0.00
"Great Lakes",Weekly,"2017-02-19 00:00:00",Organic,0.900000000,226000.27,4432.89,66308.19,0.00,155259.19,29892.25,125366.94,0.00
Harrisburg/Scranton,Weekly,"2017-02-19 00:00:00",Organic,1.620000000,13264.69,3590.54,2202.30,10.47,7461.38,7429.08,32.30,0.00
Hartford/Springfield,Weekly,"2017-02-19 00:00:00",Organic,1.560000000,39978.99,849.87,32225.71,0.00,6903.41,6224.38,679.03,0.00
Houston,Weekly,"2017-02-19 00:00:00",Organic,0.890000000,41481.08,8836.46,167.97,0.00,32476.65,32476.65,0.00,0.00
Indianapolis,Weekly,"2017-02-19 00:00:00",Organic,1.240000000,4037.72,111.00,1233.60,0.00,2693.12,1370.45,1322.67,0.00
Jacksonville,Weekly,"2017-02-19 00:00:00",Organic,1.740000000,3179.09,857.14,147.79,1.27,2172.89,1136.68,1036.21,0.00
"Las Vegas",Weekly,"2017-02-19 00:00:00",Organic,1.150000000,17954.08,1900.85,3776.59,0.00,12276.64,11577.52,699.12,0.00
"Los Angeles",Weekly,"2017-02-19 00:00:00",Organic,1.190000000,115734.75,13178.37,33656.51,1.61,68898.26,68066.56,831.70,0.00
Louisville,Weekly,"2017-02-19 00:00:00",Organic,0.560000000,10571.30,0.00,1277.78,0.00,9293.52,287.77,9005.75,0.00
"Miami/Ft. Lauderdale",Weekly,"2017-02-19 00:00:00",Organic,1.650000000,5304.44,846.14,49.20,0.00,4409.10,3646.67,762.43,0.00
Midsouth,Weekly,"2017-02-19 00:00:00",Organic,1.140000000,148184.85,4325.51,48328.21,1888.62,93642.51,32456.16,61186.35,0.00
Nashville,Weekly,"2017-02-19 00:00:00",Organic,0.670000000,13534.67,284.78,2310.55,0.00,10939.34,120.01,10819.33,0.00
"New Orleans/Mobile",Weekly,"2017-02-19 00:00:00",Organic,1.330000000,5160.37,139.21,0.00,0.00,5021.16,4830.72,190.44,0.00
"New York",Weekly,"2017-02-19 00:00:00",Organic,1.360000000,420410.54,100285.03,288953.97,366.30,30805.24,29223.40,1581.84,0.00
Northeast,Weekly,"2017-02-19 00:00:00",Organic,1.430000000,592952.35,127051.75,363472.25,322.56,102105.79,91672.29,10433.50,0.00
"Northern New England",Weekly,"2017-02-19 00:00:00",Organic,1.880000000,11527.69,2.60,221.40,0.00,11303.69,11303.69,0.00,0.00
Orlando,Weekly,"2017-02-19 00:00:00",Organic,1.810000000,5205.80,1560.07,150.65,0.00,3495.08,1844.03,1651.05,0.00
Philadelphia,Weekly,"2017-02-19 00:00:00",Organic,1.380000000,64262.13,16636.20,41845.91,6.29,5773.73,5710.82,62.91,0.00
Phoenix/Tucson,Weekly,"2017-02-19 00:00:00",Organic,1.280000000,17934.06,4394.00,4602.73,0.00,8937.33,8929.66,7.67,0.00
Pittsburgh,Weekly,"2017-02-19 00:00:00",Organic,1.450000000,8805.28,828.39,3.24,0.00,7973.65,7456.43,517.22,0.00
Plains,Weekly,"2017-02-19 00:00:00",Organic,1.500000000,55912.77,4415.63,17174.19,755.80,33567.15,18926.25,14640.90,0.00
Portland,Weekly,"2017-02-19 00:00:00",Organic,1.450000000,25338.41,3759.62,4219.62,26.01,17333.16,5968.69,11364.47,0.00
Raleigh/Greensboro,Weekly,"2017-02-19 00:00:00",Organic,1.550000000,8726.67,169.95,4133.16,283.98,4139.58,3118.21,1021.37,0.00
Richmond/Norfolk,Weekly,"2017-02-19 00:00:00",Organic,1.240000000,9098.81,522.24,3373.76,263.72,4939.09,2202.97,2736.12,0.00
Roanoke,Weekly,"2017-02-19 00:00:00",Organic,0.940000000,10024.18,231.37,2672.70,0.00,7120.11,1894.37,5225.74,0.00
Sacramento,Weekly,"2017-02-19 00:00:00",Organic,2.320000000,5375.95,1718.41,3242.62,1.34,413.58,413.58,0.00,0.00
"San Diego",Weekly,"2017-02-19 00:00:00",Organic,1.400000000,19782.44,1266.28,10960.80,0.00,7555.36,7393.64,161.72,0.00
"San Francisco",Weekly,"2017-02-19 00:00:00",Organic,2.580000000,19202.54,7333.07,8809.03,0.00,3060.44,3060.44,0.00,0.00
Seattle,Weekly,"2017-02-19 00:00:00",Organic,2.260000000,29024.68,800.29,14582.23,12.06,13630.10,9407.45,4222.65,0.00
"South Carolina",Weekly,"2017-02-19 00:00:00",Organic,1.400000000,11183.49,627.48,3342.81,139.12,7074.08,4986.66,2087.42,0.00
"South Central",Weekly,"2017-02-19 00:00:00",Organic,1.000000000,147729.40,32258.65,5881.61,5.89,109583.25,94503.56,15079.69,0.00
Southeast,Weekly,"2017-02-19 00:00:00",Organic,1.390000000,65605.97,9588.84,11456.39,228.44,44332.30,20468.32,23863.98,0.00
Spokane,Weekly,"2017-02-19 00:00:00",Organic,2.340000000,2274.09,121.18,1042.15,0.00,1110.76,784.25,326.51,0.00
"St. Louis",Weekly,"2017-02-19 00:00:00",Organic,1.100000000,8031.89,990.14,539.15,0.00,6502.60,828.52,5674.08,0.00
Syracuse,Weekly,"2017-02-19 00:00:00",Organic,1.840000000,2030.59,0.00,257.11,0.00,1773.48,1021.70,751.78,0.00
Tampa,Weekly,"2017-02-19 00:00:00",Organic,1.810000000,4237.44,1110.93,42.82,0.00,3083.69,2205.56,878.13,0.00
West,Weekly,"2017-02-19 00:00:00",Organic,1.490000000,214694.22,40585.46,48454.22,90.63,125563.91,62154.02,63409.89,0.00
"West Tex/New Mexico",Weekly,"2017-02-19 00:00:00",Organic,1.240000000,25777.67,2208.27,5671.84,35.60,17861.96,17821.27,40.69,0.00
"Total U.S.",Weekly,"2017-02-26 00:00:00",Organic,1.210000000,1436663.15,150448.17,368526.18,3747.77,913941.03,505040.30,408900.73,0.00
Albany,Weekly,"2017-02-26 00:00:00",Organic,1.710000000,2185.96,508.31,240.10,0.00,1437.55,1437.55,0.00,0.00
Atlanta,Weekly,"2017-02-26 00:00:00",Organic,0.640000000,24322.77,1111.31,3495.28,0.00,19716.18,150.00,19566.18,0.00
Baltimore/Washington,Weekly,"2017-02-26 00:00:00",Organic,1.930000000,16773.14,1273.89,7291.17,302.05,7906.03,7897.78,8.25,0.00
Boise,Weekly,"2017-02-26 00:00:00",Organic,1.150000000,2949.49,21.41,393.39,0.00,2534.69,659.44,1875.25,0.00
Boston,Weekly,"2017-02-26 00:00:00",Organic,2.010000000,14572.36,13.18,1274.78,0.00,13284.40,12821.72,462.68,0.00
Buffalo/Rochester,Weekly,"2017-02-26 00:00:00",Organic,1.930000000,2099.67,4.86,606.04,0.00,1488.77,966.18,522.59,0.00
California,Weekly,"2017-02-26 00:00:00",Organic,1.340000000,215699.08,26443.61,69371.98,3.16,119880.33,102260.68,17619.65,0.00
Charlotte,Weekly,"2017-02-26 00:00:00",Organic,1.700000000,8500.37,220.32,3918.45,541.98,3819.62,3466.92,352.70,0.00
Chicago,Weekly,"2017-02-26 00:00:00",Organic,1.690000000,46602.16,799.29,37768.66,0.00,8034.21,8029.77,4.44,0.00
Cincinnati/Dayton,Weekly,"2017-02-26 00:00:00",Organic,0.490000000,44024.03,252.79,4472.68,0.00,39298.56,600.00,38698.56,0.00
Columbus,Weekly,"2017-02-26 00:00:00",Organic,0.660000000,19772.80,658.91,3386.42,0.00,15727.47,1483.15,14244.32,0.00
"Dallas/Ft. Worth",Weekly,"2017-02-26 00:00:00",Organic,1.050000000,28944.94,7437.63,210.19,0.00,21297.12,21167.36,129.76,0.00
Denver,Weekly,"2017-02-26 00:00:00",Organic,0.780000000,64041.86,12233.34,2065.58,39.34,49703.60,26967.75,22735.85,0.00
Detroit,Weekly,"2017-02-26 00:00:00",Organic,0.570000000,35282.60,620.57,4638.48,0.00,30023.55,826.39,29197.16,0.00
"Grand Rapids",Weekly,"2017-02-26 00:00:00",Organic,1.570000000,7915.20,49.12,4221.38,0.00,3644.70,3560.50,84.20,0.00
"Great Lakes",Weekly,"2017-02-26 00:00:00",Organic,0.940000000,253169.88,4551.23,80014.82,0.00,168603.83,31222.06,137381.77,0.00
Harrisburg/Scranton,Weekly,"2017-02-26 00:00:00",Organic,1.840000000,8615.54,618.55,655.92,14.64,7326.43,7322.43,4.00,0.00
Hartford/Springfield,Weekly,"2017-02-26 00:00:00",Organic,2.180000000,13475.25,208.52,7176.67,1.39,6088.67,5968.56,120.11,0.00
Houston,Weekly,"2017-02-26 00:00:00",Organic,0.910000000,43969.52,10310.15,22.14,0.00,33637.23,33637.23,0.00,0.00
Indianapolis,Weekly,"2017-02-26 00:00:00",Organic,0.900000000,6549.33,107.56,1165.45,0.00,5276.32,972.23,4304.09,0.00
Jacksonville,Weekly,"2017-02-26 00:00:00",Organic,1.680000000,3160.21,749.78,118.04,0.00,2292.39,323.54,1968.85,0.00
"Las Vegas",Weekly,"2017-02-26 00:00:00",Organic,1.090000000,25937.71,2174.39,9684.70,0.00,14078.62,13934.92,143.70,0.00
"Los Angeles",Weekly,"2017-02-26 00:00:00",Organic,1.050000000,143520.74,12328.78,30665.47,3.20,100523.29,87365.60,13157.69,0.00
Louisville,Weekly,"2017-02-26 00:00:00",Organic,0.770000000,5481.89,12.00,1257.03,0.00,4212.86,402.22,3810.64,0.00
"Miami/Ft. Lauderdale",Weekly,"2017-02-26 00:00:00",Organic,2.430000000,3101.87,1208.16,65.84,0.00,1827.87,1188.89,638.98,0.00
Midsouth,Weekly,"2017-02-26 00:00:00",Organic,1.120000000,139908.49,3921.76,41022.31,1849.73,93114.69,33735.94,59378.75,0.00
Nashville,Weekly,"2017-02-26 00:00:00",Organic,0.680000000,10920.78,329.80,2415.49,0.00,8175.49,115.00,8060.49,0.00
"New Orleans/Mobile",Weekly,"2017-02-26 00:00:00",Organic,1.330000000,5744.81,151.65,6.32,0.00,5586.84,5155.23,431.61,0.00
"New York",Weekly,"2017-02-26 00:00:00",Organic,1.770000000,91212.34,14208.53,48448.61,164.07,28391.13,28122.96,268.17,0.00
Northeast,Weekly,"2017-02-26 00:00:00",Organic,1.820000000,182655.98,22185.72,70918.22,161.59,89390.45,86833.66,2556.79,0.00
"Northern New England",Weekly,"2017-02-26 00:00:00",Organic,1.850000000,12277.49,10.34,263.60,0.00,12003.55,12003.55,0.00,0.00
